year,transmission_le,Dealer,Individual,CNG,Diesel,LPG,Petrol,name,selling_price
-1.7198550053592176,0.33927557187198853,-0.5450423191891736,0.5812525274065677,-0.09644856443408241,-0.9921963461895337,-0.07299160168863293,1.0218987066029388,-1.584550439100619,60000.0
-1.7198550053592176,0.33927557187198853,-0.5450423191891736,0.5812525274065677,-0.09644856443408241,-0.9921963461895337,-0.07299160168863293,1.0218987066029388,-1.3171890328977038,135000.0
-0.3745488676476764,0.33927557187198853,-0.5450423191891736,0.5812525274065677,-0.09644856443408241,1.007865029780079,-0.07299160168863293,-0.9785705701930713,0.5317412465254915,600000.0
0.9707572700638649,0.33927557187198853,-0.5450423191891736,0.5812525274065677,-0.09644856443408241,-0.9921963461895337,-0.07299160168863293,1.0218987066029388,-0.8579492972079311,250000.0
0.16357358743694012,0.33927557187198853,-0.5450423191891736,0.5812525274065677,-0.09644856443408241,1.007865029780079,-0.07299160168863293,-0.9785705701930713,0.7445098595270524,450000.0
-1.7198550053592176,0.33927557187198853,-0.5450423191891736,0.5812525274065677,-0.09644856443408241,-0.9921963461895337,-0.07299160168863293,1.0218987066029388,-1.4608955618365247,140000.0
0.7016960425215567,0.33927557187198853,-0.5450423191891736,0.5812525274065677,-0.09644856443408241,-0.9921963461895337,-0.07299160168863293,1.0218987066029388,0.2048474586373057,550000.0
0.16357358743694012,0.33927557187198853,-0.5450423191891736,0.5812525274065677,-0.09644856443408241,-0.9921963461895337,-0.07299160168863293,1.0218987066029388,-0.7745699478730347,240000.0
0.4326348149792484,0.33927557187198853,-0.5450423191891736,0.5812525274065677,-0.09644856443408241,-0.9921963461895337,-0.07299160168863293,1.0218987066029388,2.3999967071683543,850000.0
0.9707572700638649,0.33927557187198853,-0.5450423191891736,0.5812525274065677,10.368220676663858,-0.9921963461895337,-0.07299160168863293,-0.9785705701930713,-0.11743247994674245,365000.0
0.4326348149792484,0.33927557187198853,-0.5450423191891736,0.5812525274065677,-0.09644856443408241,-0.9921963461895337,-0.07299160168863293,1.0218987066029388,-0.7495299642335611,260000.0
